,Symbol,High_in_x_days,Volume_Increase_Pct,Holding_Period,Num_Signals,Total_Return,Accuracy,Sharpe_Ratio
0,BTC/USDT,5,10,1,101,59.04138626284874,49.504950495049506,0.19373060989092963
1,BTC/USDT,5,10,2,101,79.7117713762135,55.44554455445545,0.20571196045105777
2,BTC/USDT,5,10,3,101,118.24330238754892,52.475247524752476,0.24482177398119429
3,BTC/USDT,5,10,4,101,168.64735831023694,52.475247524752476,0.282976275273827
4,BTC/USDT,5,10,5,101,208.2270604123324,51.48514851485149,0.2971912799078749
5,BTC/USDT,5,10,6,101,262.62043751456287,59.4059405940594,0.3497774931105902
6,BTC/USDT,5,10,7,101,287.6633759578456,59.4059405940594,0.35264917815914243
7,BTC/USDT,5,10,8,101,305.7366146318782,57.42574257425742,0.3488681780221329
8,BTC/USDT,5,10,9,101,343.06831186480525,59.4059405940594,0.37262697541754275
9,BTC/USDT,5,10,10,101,341.0564850279269,61.386138613861384,0.35888617990556804
10,BTC/USDT,5,20,1,85,50.4888012998955,50.588235294117645,0.19478751964801064
11,BTC/USDT,5,20,2,85,78.60968008900696,55.294117647058826,0.23900467924154584
12,BTC/USDT,5,20,3,85,106.55456108415642,52.94117647058824,0.26403928207427757
13,BTC/USDT,5,20,4,85,147.15493946954953,55.294117647058826,0.29608722608111254
14,BTC/USDT,5,20,5,85,182.63089858939406,55.294117647058826,0.3100746355699828
15,BTC/USDT,5,20,6,85,236.767961009514,62.35294117647059,0.37502362158809943
16,BTC/USDT,5,20,7,85,260.31273827740836,62.35294117647059,0.3723544739563546
17,BTC/USDT,5,20,8,85,278.3111811678226,60.0,0.37580334786285785
18,BTC/USDT,5,20,9,85,293.14085300771484,60.0,0.3813030439099776
19,BTC/USDT,5,20,10,85,284.12345020388074,62.35294117647059,0.3583728601235783
20,BTC/USDT,5,30,1,72,42.443467441886355,51.388888888888886,0.19258393752710457
21,BTC/USDT,5,30,2,72,73.13292863624261,55.55555555555556,0.2477841598813479
22,BTC/USDT,5,30,3,72,80.61949634390137,51.388888888888886,0.22818924753696404
23,BTC/USDT,5,30,4,72,113.72349147267684,51.388888888888886,0.25985421944632986
24,BTC/USDT,5,30,5,72,138.81055681093824,52.77777777777778,0.26905748480245695
25,BTC/USDT,5,30,6,72,164.1678019680055,59.72222222222222,0.3062729623861516
26,BTC/USDT,5,30,7,72,185.13872226430993,59.72222222222222,0.3148795337570221
27,BTC/USDT,5,30,8,72,198.0746492814169,58.333333333333336,0.3218081278166952
28,BTC/USDT,5,30,9,72,213.37902342525754,58.333333333333336,0.3281801708844804
29,BTC/USDT,5,30,10,72,207.6299363178185,61.111111111111114,0.3085533002349039
30,BTC/USDT,5,40,1,65,22.837966391693577,49.23076923076923,0.12277283297531823
